,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
825,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,E: +20.94 to +36.00,D: +1.00 to +3.00,G: +2.90 to +4.06,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,H: +0.33 to +0.39,H: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,A,"B, R, S",residential
826,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,E: +3.00 to +5.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,I: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,A,R,"tertiary, residential"
827,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,A,"A, B, G","primary, tertiary"
828,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,E: +3.00 to +5.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, B, R, U","tertiary, residential"
829,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,A,"A, B, G","primary, tertiary"
830,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"A, B, G, R, U",residential
831,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, E, G",residential
832,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, E, G",primary
833,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,E: +20.94 to +36.00,C: +0.00 to +1.00,F: +2.17 to +2.90,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +32.47 to +43.58,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,G: +0.86 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,A,"A, B, G, R, U",tertiary
834,"H: +25,962.57 to +37,105.02","J: +1,137.65 to +5,919.44",C: +0.00 to +12.00,D: +1.00 to +3.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,C: +0.00 to +0.04,H: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, B, E, G","primary, secondary, tertiary"
835,"I: +37,105.02 to +68,167.29",G: +575.40 to +705.73,E: +20.94 to +36.00,H: +12.00 to +19.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,E: +0.58 to +0.73,A: +0.00 to +0.00,A: +0.00 to +0.06,A,"A, B, G, R, U","primary, secondary, tertiary, residential"
836,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,F: +36.00 to +47.89,D: +1.00 to +3.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,F: +0.20 to +0.26,H: +1.00 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,A,R,"secondary, tertiary, residential"
837,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,A,"primary, secondary"
838,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,D: +12.00 to +20.94,D: +1.00 to +3.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"B, G, R","secondary, tertiary, residential"
839,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,E: +3.00 to +5.00,G: +2.90 to +4.06,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,H: +0.33 to +0.39,I: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,A,"A, B, G, R, S","secondary, residential"
840,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,D: +12.00 to +20.94,F: +5.00 to +8.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,J: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,A,"B, G, R, U","primary, secondary, tertiary, residential"
841,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,D: +12.00 to +20.94,E: +3.00 to +5.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",H: +0.33 to +0.39,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,A,"B, G, R, U","primary, secondary, tertiary, residential"
842,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",H: +62.56 to +80.48,J: +37.00 to +389.00,F: +2.17 to +2.90,G: +0.33 to +0.39,G: +1.00 to +3.00,I: +60.59 to +73.47,D: +12.32 to +17.74,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,C: +0.00 to +0.37,H: +0.79 to +1.00,J: +0.69 to +1.00,A,"A, B, R, U","primary, secondary, tertiary"
843,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,E: +20.94 to +36.00,F: +5.00 to +8.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,J: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,A,"A, G, R, S, U","trunk, primary, secondary, residential"
844,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,F: +5.00 to +8.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,I: +1.00 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"B, G, R, U","primary, residential"
845,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,H: +62.56 to +80.48,D: +1.00 to +3.00,G: +2.90 to +4.06,I: +0.47 to +0.62,F: +0.00 to +1.00,I: +60.59 to +73.47,H: +32.47 to +43.58,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",I: +0.39 to +0.49,H: +1.00 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,R,"B, G, R, U","primary, tertiary"
846,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,D: +12.00 to +20.94,F: +5.00 to +8.00,E: +1.50 to +2.17,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,F: +376.68 to +466.13,J: +0.49 to +1.40,J: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,R,"B, R","primary, residential"
847,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,E: +20.94 to +36.00,H: +12.00 to +19.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,H: +0.33 to +0.39,G: +0.86 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,R,R,"primary, residential"
848,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,E: +20.94 to +36.00,E: +3.00 to +5.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,D: +172.15 to +287.72,F: +0.20 to +0.26,H: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,R,"G, R","primary, residential"
849,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,G: +466.13 to +602.17,G: +0.26 to +0.33,E: +0.58 to +0.73,A: +0.00 to +0.00,F: +0.28 to +0.35,R,"B, R",residential
850,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,J: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"G, R","primary, residential"
851,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,I: +80.48 to +100.35,C: +0.00 to +1.00,I: +5.96 to +9.79,F: +0.28 to +0.33,F: +0.00 to +1.00,J: +73.47 to +217.00,J: +59.04 to +176.83,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",G: +0.26 to +0.33,G: +0.86 to +1.00,H: +0.79 to +1.00,D: +0.17 to +0.22,R,"G, R",primary
852,"E: +7,021.92 to +10,752.29",F: +479.10 to +575.40,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,G: +466.13 to +602.17,H: +0.33 to +0.39,J: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,R,"A, B, G, R","tertiary, residential"
853,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,D: +12.00 to +20.94,F: +5.00 to +8.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,H: +602.17 to +800.41,H: +0.33 to +0.39,J: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,R,"B, G, R, S, U",residential
854,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,H: +62.56 to +80.48,G: +8.00 to +12.00,F: +2.17 to +2.90,F: +0.28 to +0.33,F: +0.00 to +1.00,I: +60.59 to +73.47,G: +25.87 to +32.47,A: +0.00 to +0.00,H: +602.17 to +800.41,G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"A, G, R","primary, residential"
855,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,D: +12.00 to +20.94,I: +19.00 to +37.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"B, G, R, S, U","primary, residential"
856,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,E: +0.12 to +0.20,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"A, B, G, R",residential
857,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,G: +466.13 to +602.17,H: +0.33 to +0.39,J: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"B, G, R",residential
858,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,G: +8.00 to +12.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,E: +287.72 to +376.68,H: +0.33 to +0.39,J: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"G, R",residential
859,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,H: +12.00 to +19.00,F: +2.17 to +2.90,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,D: +172.15 to +287.72,H: +0.33 to +0.39,G: +0.86 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"G, R","primary, residential"
860,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,J: +100.35 to +338.05,F: +5.00 to +8.00,F: +2.17 to +2.90,I: +0.47 to +0.62,F: +0.00 to +1.00,J: +73.47 to +217.00,H: +32.47 to +43.58,A: +0.00 to +0.00,G: +466.13 to +602.17,I: +0.39 to +0.49,D: +0.37 to +0.58,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"G, R","primary, residential"
861,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,E: +20.94 to +36.00,H: +12.00 to +19.00,F: +2.17 to +2.90,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,C: +0.00 to +172.15,G: +0.26 to +0.33,J: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,R,"A, G, R, S",residential
862,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,I: +0.39 to +0.49,J: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"A, G, R","tertiary, residential"
863,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,E: +20.94 to +36.00,E: +3.00 to +5.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,F: +376.68 to +466.13,J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"G, R",residential
864,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,D: +12.00 to +20.94,E: +3.00 to +5.00,D: +0.40 to +1.50,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,H: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"G, R",residential
865,"E: +7,021.92 to +10,752.29",F: +479.10 to +575.40,H: +62.56 to +80.48,F: +5.00 to +8.00,H: +4.06 to +5.96,H: +0.39 to +0.47,H: +3.00 to +6.00,I: +60.59 to +73.47,I: +43.58 to +59.04,A: +0.00 to +0.00,G: +466.13 to +602.17,H: +0.33 to +0.39,J: +1.00 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, G, R, S","primary, residential"
866,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,C: +0.00 to +12.00,D: +1.00 to +3.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,F: +376.68 to +466.13,G: +0.26 to +0.33,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,R,residential
867,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,D: +12.00 to +20.94,G: +8.00 to +12.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,G: +0.26 to +0.33,J: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,R,residential
868,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,D: +0.40 to +1.50,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,G: +0.26 to +0.33,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,R,residential
869,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,F: +36.00 to +47.89,J: +37.00 to +389.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,C: +0.00 to +172.15,H: +0.33 to +0.39,F: +0.73 to +0.86,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"A, B, R","tertiary, residential"
870,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,I: +80.48 to +100.35,J: +37.00 to +389.00,G: +2.90 to +4.06,I: +0.47 to +0.62,H: +3.00 to +6.00,I: +60.59 to +73.47,F: +20.19 to +25.87,I: +11.99 to +19.31,C: +0.00 to +172.15,I: +0.39 to +0.49,D: +0.37 to +0.58,A: +0.00 to +0.00,C: +0.11 to +0.17,R,"B, G, R","tertiary, residential"
871,"D: +4,883.63 to +7,021.92",E: +373.51 to +479.10,E: +20.94 to +36.00,D: +1.00 to +3.00,G: +2.90 to +4.06,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"B, G, R","primary, tertiary, residential"
872,"H: +25,962.57 to +37,105.02",G: +575.40 to +705.73,E: +20.94 to +36.00,H: +12.00 to +19.00,F: +2.17 to +2.90,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,H: +602.17 to +800.41,I: +0.39 to +0.49,G: +0.86 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"A, G, R","primary, tertiary, residential"
873,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,F: +2.17 to +2.90,E: +0.21 to +0.28,J: +11.00 to +113.00,J: +73.47 to +217.00,H: +32.47 to +43.58,J: +19.31 to +128.65,G: +466.13 to +602.17,G: +0.26 to +0.33,D: +0.37 to +0.58,G: +0.50 to +0.79,C: +0.11 to +0.17,R,"A, G, R","tertiary, residential"
874,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,D: +12.00 to +20.94,E: +3.00 to +5.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,F: +376.68 to +466.13,I: +0.39 to +0.49,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,"A, B, R","tertiary, residential"
875,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,F: +5.00 to +8.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,H: +602.17 to +800.41,I: +0.39 to +0.49,J: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,R,"A, B, G, R","tertiary, residential"
876,"B: +1,219.23 to +3,186.09",C: +256.79 to +309.19,D: +12.00 to +20.94,C: +0.00 to +1.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",I: +0.39 to +0.49,G: +0.86 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,"A, B, R","tertiary, residential"
877,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,D: +12.00 to +20.94,D: +1.00 to +3.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,F: +376.68 to +466.13,J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"A, B, R","tertiary, residential"
878,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,D: +12.00 to +20.94,D: +1.00 to +3.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,H: +0.33 to +0.39,H: +1.00 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,"A, B, R","tertiary, residential"
879,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,D: +12.00 to +20.94,C: +0.00 to +1.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,G: +0.86 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"A, B, R","tertiary, residential"
880,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,D: +12.00 to +20.94,G: +8.00 to +12.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,F: +376.68 to +466.13,I: +0.39 to +0.49,G: +0.86 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,R,"B, G, R, S","primary, tertiary, residential"
881,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,D: +12.00 to +20.94,E: +3.00 to +5.00,G: +2.90 to +4.06,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"B, G, R","primary, tertiary, residential"
882,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,G: +47.89 to +62.56,G: +8.00 to +12.00,E: +1.50 to +2.17,G: +0.33 to +0.39,F: +0.00 to +1.00,G: +43.06 to +50.20,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,G: +0.26 to +0.33,E: +0.58 to +0.73,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"A, B, R","tertiary, residential"
883,"D: +4,883.63 to +7,021.92",E: +373.51 to +479.10,E: +20.94 to +36.00,F: +5.00 to +8.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +25.87 to +32.47,A: +0.00 to +0.00,G: +466.13 to +602.17,G: +0.26 to +0.33,J: +1.00 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,"A, B, R","tertiary, residential"
884,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,J: +37.00 to +389.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,D: +172.15 to +287.72,I: +0.39 to +0.49,F: +0.73 to +0.86,A: +0.00 to +0.00,A: +0.00 to +0.06,R,"A, B, G, R, S","tertiary, residential"
885,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,D: +12.00 to +20.94,D: +1.00 to +3.00,G: +2.90 to +4.06,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,H: +602.17 to +800.41,J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,R,R,residential
886,"A: +0.42 to +1,219.23",A: +3.15 to +167.74,E: +20.94 to +36.00,C: +0.00 to +1.00,I: +5.96 to +9.79,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +32.47 to +43.58,A: +0.00 to +0.00,G: +466.13 to +602.17,J: +0.49 to +1.40,G: +0.86 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,R,R,residential
887,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,H: +602.17 to +800.41,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,A: +0.00 to +0.06,R,"A, G, R, S","primary, tertiary, residential"
